,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
UBR3,0.2872665,0.08529021,0.20967743,0.06358963,0.23701267,0.17327932,0.2618037,0.053744093,0.16598092,0.096992396,0.10294136,0.31402308,0.18364416,0.00071919296,0.14289695,0.1556234,0.07409585,0.18263255,0.0,0.2791822,0.17348851,0.14160429,0.12686719,0.15431601,0.07296469,0.32649216
ZMIZ1,0.28720167,0.3013336,0.21869163,0.25480226,0.14011769,0.11573587,0.077667765,0.30668122,0.0,0.29089272,0.25478905,0.2408341,0.077351,0.14971262,0.0015683363,0.26179802,0.35216677,0.016959915,0.31314754,0.0,0.21372871,0.24960624,0.021739187,0.2340654,0.16694742,0.0044674394
PRCC,0.28710416,0.3074976,0.15924191,0.086935475,0.4843489,0.0,0.0,0.0,0.0,0.08761536,0.0,0.02701589,0.22301143,0.4504884,0.050000742,0.13259003,0.1272169,0.17579688,0.40423915,0.27287722,0.19375125,0.19751443,0.0,0.3534418,0.16679399,0.2085892
FNBP4,0.286445,0.45591012,0.16747083,0.2343355,0.11556343,0.056069896,0.23249696,0.0,0.008129478,0.1924575,0.0,0.17825279,0.104205206,0.23576081,0.26923728,0.005872324,0.08961831,0.061306994,0.41434222,0.32922745,0.46134853,0.124541104,0.36377233,0.34559062,0.0060463594,0.19626379
NCK1,0.2860739,0.0,0.19754048,0.05747423,0.4403726,0.008367053,0.012192225,0.08282417,0.01672994,0.11965985,0.14200929,0.079156026,0.0,0.27888143,0.09137256,0.0605711,0.06075126,0.026302736,0.011751071,0.10440446,0.0,0.07117797,0.0064295293,0.058256276,0.11348969,0.10469739
SDR39U1,0.28595033,0.6785178,0.016466012,0.35554534,0.19607027,0.4050711,0.38539058,0.10425829,0.02080696,0.0,0.23267788,0.1129263,0.0,0.0037484097,0.029426003,0.0,0.1149675,0.1065428,0.13745394,0.21732225,0.29620263,0.0034898773,0.0,0.34600964,0.0475629,0.11122671
SCAF4,0.28583637,0.07159743,0.18666822,0.0,0.16605213,0.04874033,0.120558895,0.0,0.054559186,0.02462856,0.011854519,0.028789649,0.09401482,0.17855135,0.081202336,0.122779384,0.034606267,0.18004425,0.18360303,0.06372583,0.37460288,0.1631728,0.1402627,0.027610848,0.030666497,0.0007911016
CRACR2B,0.28547287,0.38391912,0.67702335,0.0,0.20726295,0.0,0.0,0.16616194,0.021669319,0.26522216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2940622,0.0,0.29219067,1.1586288,0.0017178612,0.1069707,0.08979365,0.0020311845,0.44819963
C6orf132,0.28536558,0.106169775,0.36204645,0.0,0.5241186,0.0,0.0915989,0.0,0.03954715,0.30938703,0.0,0.0,0.0,0.18809152,0.0,0.022584243,0.0,0.18726367,0.0,0.016425883,0.45513982,0.029566122,0.0,0.0,0.034842454,0.1629736
CCDC92,0.28506887,0.0,0.08153834,0.12722348,0.15665963,0.027637655,0.0,0.0,0.0,0.1253115,0.024949718,0.06466232,0.083244644,0.047698233,0.10037255,0.13741246,0.06353922,0.04972201,0.01897992,0.08658356,0.08061305,0.19158505,0.0,0.17466936,0.06953861,0.13727972
AXIN2,0.28505933,0.23856685,0.28866726,0.0,0.07486464,0.035135154,0.085985616,0.107271016,0.017896537,0.370799,0.04248955,0.05432218,0.011987166,0.0,0.0,0.039135553,0.36363187,0.27186212,0.24514762,0.18512602,0.4662543,0.10892414,0.041944467,0.07574797,0.02796991,0.049467593
GLB1,0.28485557,0.0,0.14748137,0.05765281,0.16884649,0.06881978,0.24700025,0.13341483,0.031821918,0.027586063,0.06586949,0.03661061,0.0,0.0,0.042695418,0.00071187515,0.18350054,0.22821812,0.027466455,0.26327482,0.03593203,0.0,0.0,0.103662685,0.08222275,0.48178118
SLC35A4,0.28481838,0.25481907,0.18359944,0.32205942,0.34811714,0.097585835,0.14446819,0.020214325,0.0,0.20135245,0.34013432,0.041758034,0.0,0.05554413,0.0,0.0,0.0,0.16005336,0.0,0.39955875,0.0492384,0.10039139,0.08406774,0.2847537,0.026074823,0.3758966
CHKB,0.28463668,0.12592557,0.355051,0.094901346,0.4209884,0.12311169,0.13569222,0.16851936,0.02622621,0.30240855,0.0,0.15509355,0.30115676,0.30450767,0.16097881,0.07128288,0.26591665,0.08239119,0.22611628,0.18601386,0.4730665,0.20586593,0.12181794,0.17000328,0.1654622,0.18219385
VPS45,0.28445786,0.3475475,0.109223075,0.2200719,0.16238917,0.13990909,0.0,0.0,0.14953965,0.070193246,0.39262497,0.23942152,0.0,0.2588245,0.0,0.16030744,0.36791548,0.0,0.31372514,0.005240768,0.3197334,0.12980902,0.22883837,0.31435782,0.0,0.0
PLXNA3,0.28412044,0.040446192,0.16235505,0.05847665,0.0923938,0.08496391,0.022591658,0.018574513,0.0011832486,0.088849716,0.053442273,0.2496119,0.01264278,0.22470152,0.04655483,0.046674773,0.09794805,0.22041418,0.0,0.19706993,0.0,0.0,0.0,0.0,0.052786563,0.0
THOC5,0.28410575,0.21999961,0.05117417,0.18953395,0.0263594,0.1425641,0.12914732,0.10081106,0.05208118,0.0,0.089185834,0.07990626,0.029628888,0.0,0.052642114,0.10093231,0.13117406,0.09911557,0.050294735,0.1763971,0.0,0.1049026,0.03602355,0.08910191,0.13183194,0.31452322
TPCN1,0.28398645,0.14345862,0.114354424,0.0,0.0,0.064950585,0.0015193467,0.12718923,0.05424963,0.1790454,0.033474416,0.2717708,0.13017303,0.07571062,0.12605177,0.008400643,0.0,0.0064488165,0.0,0.088888705,0.37529927,0.30511093,0.034006406,0.15773587,0.08257228,0.0136243235
CRYBG3,0.2839379,0.09893368,0.097123146,0.0,0.18551935,0.12013369,0.098318234,0.0,0.053083684,0.0,0.2632784,0.01808213,0.09060129,0.04779029,0.10197363,0.059451874,0.07218062,0.03803585,0.0,0.0,0.0,0.1298563,0.058702648,0.11099702,0.10909737,0.020459026
PHF1,0.28347474,0.2460695,0.29802376,0.0,0.15738852,0.18862543,0.15343724,0.11038617,0.17583811,0.26633286,0.0803362,0.25164437,0.4603258,0.17737918,0.20710279,0.24592118,0.6179724,0.0,0.0589683,0.34472635,0.0,0.22115955,0.13730636,0.17421709,0.09601415,0.0036518078
SMC1A,0.28327376,0.0,0.15393333,0.1419423,0.0,0.300238,0.1278978,0.1075713,0.0,0.17073388,0.18655144,0.055454187,0.1501206,0.0,0.07077548,0.1885202,0.0,0.16638212,0.03487473,0.35322332,0.5709833,0.19576721,8.6807064e-05,0.0,0.14449477,0.0
C1orf122,0.28322178,0.07128519,0.09114167,0.11930912,0.5357465,0.21120541,0.0,0.17235158,0.1363406,0.17883067,0.35849312,0.21629603,0.31232196,0.49169132,0.0,0.13633099,0.30612153,0.23176631,0.20747319,0.26619926,0.067443535,0.19845548,0.0,0.050976153,0.0,0.21958335
FAM111A,0.28320318,0.17946143,0.037070498,0.0,0.2620058,0.16166763,0.059889603,0.0,0.17357312,0.3421549,0.14872314,0.025952917,0.0,0.6002314,0.0,0.0,0.09582016,0.22070715,0.04299878,0.1820173,0.25867617,0.18044245,0.08932403,0.0,0.07626697,0.18107347
ELK4,0.28316984,0.48393464,0.06791018,0.0,0.6042046,0.016615588,0.1873922,0.06363778,0.12192795,0.9108735,0.10640706,0.16965215,0.03451425,0.9171419,0.21145359,0.0,0.67911905,0.24904731,0.54766595,0.0,0.039914887,0.0,0.085280254,0.19161452,0.15001988,0.057752453
CNOT3,0.28274843,0.02198642,0.16160068,0.14672196,0.20824032,0.17218943,0.16025081,0.0,0.021459553,0.16667242,0.0032066535,0.0,0.0,0.29713273,0.0882888,0.08401646,0.12110261,0.12354163,0.0,0.5977575,0.3810422,0.2766414,0.12864578,0.0,0.104694076,0.18478891
CMTM4,0.28273284,0.31994537,0.06852236,0.0,0.619283,0.11263944,0.23698545,0.021215744,0.046469543,0.06358994,0.123938166,0.05590305,0.0,0.7918383,0.036416877,0.0,0.0,0.14790875,0.0,0.39783573,1.061984,0.09000892,0.0,0.010442973,0.0,0.0
PIGS,0.28252792,0.14306039,0.09689493,0.043564316,0.0052612,0.094591685,0.05606309,0.023001023,0.0,0.06640257,0.0,0.0,0.0,0.05807812,0.011206029,0.017362665,0.028848104,0.17525533,0.09756186,0.13391255,0.0,0.019498093,0.0,0.11112651,0.010225753,0.13382246
ECHDC1,0.2823506,0.130048,0.22010507,0.050422054,0.16168709,0.0,0.06345955,0.037104208,0.0,0.074475,0.044829253,0.046828125,0.0,0.27329242,0.13452548,0.0831297,0.07848999,0.09853283,0.58628356,0.0,0.27458858,0.13649622,0.2741414,0.23828408,0.10328103,0.22588214
PPP1R21,0.28208488,0.2730764,0.085690014,0.0876174,0.29870048,0.060640782,0.2091849,0.012906822,0.04706941,0.0,0.0,0.026134757,0.0,0.018646989,0.0,0.04380537,0.10157225,0.070473865,0.2404564,0.0,0.121842586,0.07871804,0.02316035,0.0,0.0,0.11483182
KIAA1143,0.2818455,0.07928637,0.11224548,0.10426242,0.2496667,0.17080387,0.051524986,0.032636736,0.0,0.11462441,0.088719815,0.02608818,0.0,0.2006799,0.108652905,0.098320104,0.19263977,0.18578863,0.0,0.12888187,0.25958875,0.039874505,0.0,0.029121678,0.038638704,0.035419486
MOB1B,0.28169677,0.21703185,0.07310645,0.16697472,0.059481002,0.20155363,0.09901562,0.04396673,0.020578304,0.0052810544,0.24443495,0.1020483,0.008847383,0.0058045276,0.00883975,0.0,0.05980711,0.24045996,0.17826699,0.09667253,0.03341033,0.041097514,0.05561011,0.14057145,0.0480781,0.019616142
ATF7IP,0.28069046,0.16474932,0.16538708,0.109796315,0.46181473,0.0,0.079979874,0.171906,0.08234732,0.2305899,0.12666616,0.33269766,0.22578107,0.16546473,0.32537395,0.17006595,0.0904131,0.06101763,0.012652821,0.019137537,0.6655901,0.12493322,0.14068867,0.09697491,0.17215304,0.09536897
SF3B5,0.28057727,0.060322795,0.1728821,0.2288142,0.36296585,0.14894402,0.25010893,0.115841985,0.08195981,0.31451464,0.013691486,0.10555687,0.04030299,0.17676654,0.0,0.09051593,0.0,0.27306047,0.10626966,0.43568644,0.7633579,0.24025609,0.16796431,0.22888885,0.103624545,0.37045732
RAB3GAP2,0.27992126,0.21274978,0.13563919,0.0,0.28923875,0.04030196,0.032091822,0.0005036878,0.14623636,0.09349251,0.0,0.14936404,0.08245911,0.3339004,0.13615611,0.09300702,0.22940044,0.06539355,0.0,0.12505822,0.017485334,0.083816975,0.05584063,0.0,0.04763184,0.07384201
PRKAR2A,0.2798199,0.0,0.220559,0.0034205667,0.384822,0.18828022,0.08581634,0.108332336,0.0006507912,0.17837512,0.025665494,0.16278349,0.4323829,0.3661322,0.20492925,0.22005168,0.48912293,0.21779957,0.14064428,0.2357939,0.2601599,0.0,0.05123971,0.13281369,0.06713415,0.21746616
UBE2E3,0.27965987,0.060087375,0.32708696,0.03897021,1.3997791,0.11998159,0.28832442,0.08193127,0.015269004,0.12576886,0.2549528,0.05900368,0.23067968,1.7088438,0.10951366,0.0,0.35020202,0.20591694,0.0,0.5259602,0.55059415,0.39319828,0.2625044,0.38046217,0.10665689,0.1077649
THAP4,0.2795792,0.12275911,0.1453274,0.13220827,0.6292931,0.21577917,0.18047252,0.09845609,0.081662335,0.026064526,0.08912956,0.09838255,0.0,0.27752176,0.2126511,0.015998848,0.104031466,0.33861834,0.16937129,0.3301986,0.45681775,0.113407195,0.04361714,0.12974508,0.0,0.030899694
PHACTR4,0.27953777,0.18792118,0.08761101,0.06955495,0.19719094,0.0,0.16077518,0.018628905,0.027941562,0.16060354,0.059253,0.05663609,0.08326746,0.15444154,0.06111864,0.084191754,0.0,0.04496101,0.11346932,0.09480726,0.06660279,0.06179105,0.11064057,0.054311354,0.079345495,0.077413835
OGFR,0.2793209,0.35498297,0.17926411,0.004980088,0.0,0.16652863,0.059203167,0.13948964,0.055739477,0.09051878,0.11666193,0.19406742,0.0,0.0,0.06187781,0.08174761,0.45918828,0.0,0.1924524,0.27737895,0.16808547,0.15281022,0.0,0.019634197,0.008278109,0.0
CRACR2A,0.2792816,0.17004463,0.18171957,0.0,0.31881145,0.024115382,0.0,0.0,0.017601829,0.19994153,0.0,0.0,0.0,0.0024220399,0.06279922,0.01711562,0.08639385,0.20600404,0.0,0.16990337,0.5216046,0.17933463,0.12180253,0.142449,0.0,0.24491762
ESRP1,0.27927753,0.07571147,0.3484517,0.11801821,0.89111465,0.042890776,0.07912412,0.0,0.036353555,0.3734263,0.12619455,0.0,0.0,0.77682227,0.0,0.0,0.01238576,0.36938176,0.017069515,0.21845654,0.6698121,0.13067086,0.0,0.0,0.0,0.18852258
CDK19,0.2790026,0.21020418,0.012415676,0.25287706,1.6293958,0.0,0.28644145,0.15539217,0.0,0.0,0.071896665,0.1318029,0.45994014,1.3069334,0.056092564,0.0,0.0,0.51213866,0.059300475,0.27455902,0.48804906,0.34554952,0.14779463,0.0,0.041799646,0.0
THOC2,0.27886403,0.30456066,0.15260684,0.27004886,0.5176609,0.0,0.19475658,0.033970658,0.020166593,0.20627604,0.15409018,0.07572236,0.13260545,0.23468041,0.10799249,0.16930915,0.08184658,0.16124117,0.0,0.22823505,0.12679383,0.44596028,0.1417589,0.09202921,0.078452714,0.64761186
EI24,0.27874285,0.0,0.048940998,0.04706365,0.23202467,0.052559104,0.22580081,0.05692704,0.047209203,0.12387642,0.0,0.03135284,0.0,0.23995471,0.0,0.0013542043,0.2812471,0.15762247,0.27783224,0.4663134,0.0639291,0.0,0.0,0.12403838,0.008534806,0.31084222
KANSL1,0.27871522,0.22595729,0.16645764,0.0,0.20036906,0.16880721,0.026829958,0.055368397,0.08695618,0.04862985,0.14026034,0.27420557,0.050263245,0.2719889,0.096496195,0.025440138,0.19913031,0.115636125,0.101443104,0.0,0.35247877,0.0,0.10680536,0.1856923,0.030968735,0.021675019
MCM7,0.27856869,0.045236956,0.339867,0.04154534,0.44936103,0.1643605,0.11704366,0.0,0.014121332,0.0,0.111713186,0.043865755,0.0,0.24769258,0.0,0.0,0.17433207,0.16566643,0.56140333,0.3167494,0.5445786,0.34489447,0.0,0.0,0.07744258,0.28937882
HIST1H2AD,0.27850848,0.088704556,0.64437604,0.082755454,0.8953133,0.018549753,0.03726728,0.0,0.0,0.45778242,0.10354116,0.039226722,0.0,0.62111497,0.21058516,0.07691624,0.08348847,0.0,0.6134901,0.2781147,1.8331753,0.19911647,0.02875911,0.07489082,0.08300892,0.28359717
GGNBP2,0.2784291,0.038600165,0.16087922,0.026730502,0.0827818,0.19828214,0.05412746,0.12966958,0.14816496,0.18520153,0.04766523,0.088781275,0.20408744,0.16618581,0.106926374,0.033012494,0.25248852,0.0,0.052184675,0.47489628,0.0,0.16486007,0.028927011,0.025357837,0.05259334,0.14167008
MDM2,0.27823904,0.13359486,0.23122977,0.08373926,0.3636958,0.0,0.20833491,0.14275074,0.0,0.18814224,0.0881752,0.25801507,0.20842597,0.11721053,0.0020813888,0.094748825,0.13299571,0.24957782,0.20281228,0.25126314,0.35157,0.0,0.06604627,0.0,0.10192695,0.15011911
FAM174A,0.27814314,0.020321598,0.05102241,0.1494514,0.5203761,0.11123438,0.13447796,0.17305456,0.031281173,0.19277203,0.0,0.0,0.0,0.28658292,0.0,0.102322444,0.16089332,0.21095692,0.27110833,0.112600826,0.467389,0.014574398,0.02463878,0.023730315,0.07354858,0.0
TMED3,0.27772897,0.09361124,0.14391452,0.20051281,1.0994433,0.13172653,0.21201319,0.04259906,0.087995715,0.113138214,0.13485557,0.08235999,0.012564457,0.9366619,0.21169001,0.0,0.054955702,0.49347922,0.0,0.3156832,0.16604495,0.2746698,0.0683298,0.05049834,0.10879337,0.19296768
DSTN,0.2775983,0.0,0.0,0.26655188,0.11326341,0.14223105,0.5339808,0.3611471,0.0,0.33590335,0.106590174,0.0,0.9574542,0.52699697,0.7525699,0.37717095,0.5027114,0.18582557,1.5627042,0.4682363,0.6190612,0.24736297,0.068074144,0.82065827,0.12073404,0.36533228
CORO1B,0.2775842,0.12821752,0.066410266,0.2555812,1.1220474,0.16184747,0.4332858,0.025553722,0.14092295,0.6092651,0.0,0.08588301,0.22042572,0.28004318,0.25225568,0.045537286,0.0,0.38199553,0.0,0.34993994,0.23636197,0.64966714,0.1396762,0.20065436,0.08254905,0.5143252
IRX4,0.27733743,0.062291753,0.04880657,0.01536854,0.68219626,0.0,0.0,0.034102395,0.031707045,0.14157102,0.0,0.0,0.024574751,0.749276,0.0,0.04824163,0.0,0.44132602,0.011391765,0.4743688,0.18333693,0.12842542,0.12729332,0.022775002,0.024334775,0.08630809
ZZEF1,0.27725413,0.33560708,0.17325708,0.042657245,0.42724127,0.050318338,0.03891997,0.0,0.105499916,0.20792879,0.25215584,0.3422312,0.1434063,0.39725205,0.21455127,0.27690393,0.117665224,0.0,0.111087225,0.13317946,0.15977174,0.30295387,0.12639405,0.1019093,0.099982284,0.17410125
ATM,0.2772355,0.15786764,0.18763974,0.028132867,0.23953164,0.0,0.20997682,0.056326013,0.102425575,0.0,0.18075669,0.30948696,0.16632992,0.20164597,0.009788474,0.038915258,0.21678539,0.0060720993,0.22323923,0.02474082,0.0,0.15999945,0.12876552,0.058742333,0.022963949,0.12989266
DPY19L1,0.2772186,0.08320321,0.081741475,0.0,0.07203647,0.053801253,0.0,0.0114034135,0.039837286,0.05537503,0.07318149,0.027594335,0.29649705,0.14635056,0.015131016,0.0723036,0.13969815,0.0,0.03398094,0.0,0.1751612,0.16598561,0.042868663,0.16327403,0.09473171,0.0
PIDD1,0.2767128,0.0,0.048673466,0.0,0.21088366,0.12499693,0.0,0.0,0.014645372,0.06976565,0.09439305,0.1659649,0.027918173,0.28816122,0.17531808,0.0,0.12076616,0.13636956,0.0,0.3035768,0.064998195,0.009468132,0.0046384283,0.29763448,0.0054948814,0.05117858
COA5,0.27634075,0.03624741,0.025582021,0.0,0.21170765,0.004759675,0.0,0.051150125,0.0,0.14626738,0.032845452,0.0056810905,0.0,0.03333826,0.012195201,0.042582832,0.026553912,0.0059717866,0.0,0.0,0.07756685,0.07845091,0.040508904,0.0,0.06634787,0.003939928
SMPD4,0.27629462,0.09770171,0.037739456,0.045815308,0.16040203,0.0,0.0,0.057295606,0.058730204,0.073182635,0.15845305,0.0,0.05730893,0.0,0.06741944,0.03184943,0.08118311,0.0,0.0,0.09608319,0.0,0.09108903,0.05018755,0.0,0.08267529,0.12915885
RPAIN,0.27621546,0.13791572,0.12631303,0.06432351,0.51365346,0.0,0.27324313,0.0,0.00063036004,0.1782277,0.0,0.0,0.07404352,0.25493965,0.1729512,0.08761353,0.056269184,0.07769174,0.06331409,0.14869785,0.5571998,0.27310598,0.063426666,0.06885227,0.13610473,0.15815465
LPIN3,0.27620885,0.0,0.25455612,0.0,0.0,0.023443537,0.0,0.05004438,0.0,0.08640336,0.11431435,0.11434052,0.0,0.0,0.0,0.07404742,0.091109045,0.045245536,0.0,0.09545247,0.07147635,0.049773548,0.0,0.030214533,0.0,0.0
HCFC1,0.27602962,0.3954259,0.15503146,0.0,0.56340164,0.26569238,0.01739989,0.04235277,0.06346955,0.047028493,0.24760492,0.18489073,0.0069314507,0.488377,0.24008912,0.1687823,0.456444,0.14333075,0.07522713,0.3939651,0.13242242,0.19633588,0.036441375,0.30189168,0.08401119,0.0025994545
RBM15B,0.27589726,0.28544998,0.11251253,0.20982261,0.3751528,0.15955923,0.02474918,0.050138403,0.06365415,0.0,0.31523284,0.19438379,0.015375989,0.42393517,0.014303188,0.015272505,0.21433358,0.214508,0.25227916,0.56057686,0.0,0.16500537,0.12880822,0.3751077,0.038919706,0.3683605
GLYATL1,0.27562144,0.0,0.0,0.0,0.8849935,0.0,0.11809661,0.0,0.0,0.0,0.0,0.0,0.0,0.18018314,0.0,0.0,0.07017838,0.04072779,0.0,0.110236816,0.9450787,0.11172186,0.0,0.0,0.0,0.20157836
VPS54,0.2752564,0.057263326,0.09947363,0.1502934,0.56244373,0.049169745,0.29642648,0.052579325,0.0,0.2094598,0.16263992,0.08730555,0.0,0.30147576,0.009745159,0.063979216,0.20973979,0.1285605,0.043199733,0.35282907,0.26771602,0.23768613,0.12004851,0.006619491,0.029970804,0.34400767
NRIP1,0.2752429,0.19859712,0.090962894,0.31896737,0.18739718,0.30674225,0.0,0.08747156,0.13113548,0.0,0.19172268,0.03138776,0.20948005,0.30009112,0.16282591,0.0,0.13469115,0.21527362,0.61194503,0.46215975,0.6034185,0.10289419,0.20064677,0.079346634,0.11453316,0.6501716
PDCD6IP,0.2750633,0.09820065,0.3418855,0.2065392,0.93950474,0.0,0.032840144,0.19055587,0.14521095,0.463752,0.30631176,0.3724766,0.37894845,1.0068213,0.1440071,0.29984763,0.26394826,0.20430195,0.19097525,0.2559638,0.6925314,0.24691485,0.0,0.0,0.07665017,0.20475325
IL6ST,0.27463827,0.43621585,0.37289777,0.31295982,0.3059129,0.2706067,0.0,0.13163055,0.32828605,0.0,0.57341045,0.461174,1.120037,0.2321421,0.6565949,0.33009562,1.053,0.28030342,1.1109916,0.08342609,0.0,0.40974122,0.20121263,0.65600514,0.3093724,0.49618244
ALMS1,0.27455822,0.15232079,0.023628833,0.10255729,0.05031879,0.17826763,0.08497355,0.031836446,0.0,0.0,0.20497541,0.060229093,0.003705207,0.120084904,0.121391624,0.09261662,0.0,0.23616377,0.030313808,0.055727325,0.037951127,0.14228277,0.13398822,0.10678039,0.14239421,0.019857828
TAF8,0.27436474,0.13923277,0.101184845,0.08236827,0.18942966,0.0,0.049360394,0.0,0.0,0.06041889,0.07782017,0.041881416,0.0,0.0,0.0,0.0,0.037829157,0.030646037,0.11770592,0.024881687,0.07194548,0.0,0.0,0.07228359,0.04059957,0.041887783
SLC30A7,0.27431303,0.34069815,0.054843977,0.14653699,0.44094607,0.04770704,0.15737776,0.0075171078,0.010366219,0.11827823,0.0,0.07394589,0.0,0.40027514,0.027941646,0.0,0.08822106,0.0703812,0.2409539,0.010734501,0.20636952,0.025608283,0.0,0.0,0.13238367,0.07001329
PATZ1,0.2742189,0.11033979,0.15071075,0.0011368125,0.46222112,0.093546145,0.077829316,0.05335226,0.0,0.09969862,0.0,0.07045872,0.0,0.12625955,0.013560364,0.051719397,0.1924972,0.053148966,0.08205877,0.10861469,0.43485042,0.03380742,0.0,0.1491643,0.0,0.0
FAM200B,0.27413672,0.110056065,0.15172446,0.001796463,0.2465171,0.24873373,0.19115257,0.1023804,0.0,0.017144706,0.0,0.06296392,0.0,0.17168438,0.14944139,0.10843958,0.24918786,0.21855523,0.0,0.32973436,0.68887573,0.03830996,0.07922772,0.21141455,0.009709615,0.065719336
EXD3,0.27390334,0.1934189,0.12036373,0.028329222,0.11877276,0.03389874,0.024052605,0.0,0.10955087,0.11558955,0.02094763,0.25785598,0.0,0.28005546,0.0,0.07738862,0.18846397,0.10505273,0.0,0.0,0.30378643,0.0012513285,0.083453655,0.08013895,0.08174042,0.020245425
ZNF322,0.27362674,0.25350907,0.0,0.20298593,0.29344144,0.041871186,0.0,0.097369246,0.053879984,0.0,0.2872214,0.16691063,0.0,0.1702014,0.0,0.008021776,0.0,0.14760056,0.08561648,0.0,0.115997314,0.0,0.16777484,0.20059176,0.03151933,0.24273413
SEPTIN6,0.27341643,0.19222239,0.08896278,0.110009216,0.061788477,0.0047642915,0.0,0.0,0.12148822,0.014895167,0.073712565,0.06349113,0.0,0.018750943,0.18176115,0.040377576,0.50066096,0.0,0.0,0.0,0.0,0.09002354,0.010550599,0.0,0.10536225,0.19526647
SEC22C,0.27328315,0.10905757,0.041313164,0.25025064,1.034445,0.2103561,0.25720844,0.085691206,0.0,0.16670157,0.47906825,0.1390739,0.20581195,1.414617,0.0,0.0,0.06280875,0.35904744,0.0,0.17938922,0.50590086,0.27118644,0.24174255,0.26785505,0.08017344,0.04847502
JMJD4,0.27277687,0.1971226,0.0782853,0.0,0.21137178,0.052437834,0.029753873,0.0,0.026118346,0.0057400335,0.11255417,0.0050220042,0.0,0.10188128,0.045874182,0.04707532,0.010321156,0.11660091,0.0,0.0947702,0.29543936,0.087967,0.0,0.09891265,0.06907275,0.044986922
ZNF384,0.27252388,0.12006265,0.16907714,0.12697867,0.08215547,0.12594572,0.0,0.0981449,0.008649917,0.13877815,0.0,0.15254734,0.07596179,0.18373714,0.046237096,0.0,0.039124675,0.08410704,0.10646662,0.1461071,0.35609397,0.02810734,0.0,0.15765007,0.14124198,0.11946203
CPNE1,0.27194127,0.1177863,0.19807406,0.2729743,0.18707995,0.16291873,0.46730343,0.0010926826,0.0,0.1921438,0.42542794,0.05540977,0.0,0.0,0.10923931,0.23255251,0.17607835,0.015341137,0.0,0.39857683,0.42225155,0.4377578,0.31375456,0.21150975,0.16528197,0.12188662
NECTIN3,0.27184024,0.1604556,0.0,0.0,0.31550512,0.0,0.0,0.04412688,0.0,0.04384352,0.02515847,0.10934089,0.16014174,0.0,0.0,0.02972288,0.16004916,0.13489488,0.0,0.16474585,0.0,0.12885803,0.0,0.0,0.009916184,0.15315823
ARHGAP17,0.2716556,0.0,0.09992699,0.040937483,0.3125767,0.0,0.18608819,0.0,0.03789402,0.2066856,0.14407818,0.17079908,0.13471407,0.0,0.0021314507,0.08405914,0.03656199,0.013013187,0.17001803,0.32490894,0.13330197,0.18601382,0.027109558,0.49761656,0.26949483,0.0
EEA1,0.27161613,0.100584015,0.16587447,0.17054693,0.280109,0.00617049,0.07193322,0.057305925,0.04806981,0.116566144,0.34681886,0.1910401,0.0,0.0,0.032980837,0.16098411,0.093485534,0.0,0.06005213,0.11254755,0.0,0.0407858,0.06537381,0.121865205,0.12953319,0.33004546
ARL16,0.27122813,0.040959325,0.09794623,0.029489174,0.033797905,0.17197248,0.008167034,0.123723015,0.0,0.01358706,0.07112307,0.06760057,0.0,0.04196745,0.015269609,0.020183193,0.0,0.13546298,0.10002712,0.21116483,0.29626036,0.049942553,0.05355362,0.008565594,0.042970523,0.12541977
TMEM69,0.27120346,0.1860701,0.11691838,0.08397699,0.15089361,0.088369556,0.0,0.020288011,0.002311224,0.0,0.010318681,0.09371621,0.0,0.08812575,0.07286701,0.030775413,0.0,0.19541734,0.0,0.0,0.5341905,0.01895224,0.1676056,0.0,0.04086311,0.120830074
COPA,0.27106303,0.56346416,0.19465703,0.32748494,1.0635296,0.016223583,0.25339147,0.24394101,0.23372091,0.31001416,0.10539524,0.322347,0.7589429,0.5277364,0.19525664,0.13582478,0.1848316,0.21607928,0.5340035,0.16376752,0.52923816,0.19889504,0.053315833,0.20266981,0.2011701,0.38804042
AGFG2,0.27078736,0.09511877,0.1411019,0.0,0.3372764,0.042247772,0.0,0.0,0.0,0.0,0.10768444,0.09689839,0.14852324,0.102441035,0.0,0.07361659,0.115989365,0.083457485,0.0,0.13790987,0.4049181,0.07701622,0.017202286,0.07670002,0.012992128,0.0
NEK7,0.27070263,0.16773969,0.19305003,0.16701673,0.34108642,0.024590211,0.007695242,0.03658911,0.08239794,0.13621306,0.012296052,0.34850663,0.37978694,0.2155038,0.43998748,0.10104709,0.35594565,0.24036667,0.6723565,0.0,0.19837978,0.16197796,0.0,0.14176366,0.099001065,0.30617955
TASOR,0.2704359,0.13147789,0.06619752,0.005704776,0.14927131,0.020527866,0.0,0.0,0.07936012,0.0,0.114210874,0.06989914,0.08812346,0.27598926,0.004586143,0.059960175,0.05150739,0.0,0.0,0.08764322,0.126327,0.12869065,0.156823,0.0,0.021550262,0.03968046
NUCB2,0.27027622,0.18797894,0.07003515,0.19695352,1.4009916,0.032854874,0.11580035,0.12752984,0.05383985,0.0,0.17119998,0.2340837,0.17378311,1.0043037,0.14002427,0.18451457,0.27243572,0.06407269,0.0,0.09078954,0.6949237,0.22891572,0.089702524,0.0,0.12659504,0.0965435
