,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
MAP6,0.00066183484,0.06433857,0.0,0.084118724,0.13936651,0.022957683,0.035965536,0.0030583856,0.0,0.0,0.19667625,0.029924864,0.14157546,0.08588475,0.19733743,0.08947757,0.05850397,0.0,0.14589183,0.0,0.02320721,0.02393641,0.099506915,0.29632816,5.0744973e-05,0.0
ZNF629,0.00065946736,0.14111093,0.1024189,0.08790503,0.07101342,0.110693574,0.0,0.06459135,0.018973755,0.067214146,0.093387835,0.0,0.15249602,0.058253653,0.06043544,0.012851165,0.06605943,0.052283645,0.0,0.08047104,0.13517496,0.0,0.03622075,0.1593203,0.00011092331,0.0
BRICD5,0.0006544551,0.020425597,0.0,0.0,0.012450079,0.030045226,0.0,0.0,0.0,0.0048836763,0.0,0.006659785,0.004518264,0.0,0.028334118,0.0057010744,0.03606003,0.0,0.0043663015,0.024024293,0.007521056,0.011430043,0.0035969852,0.037516486,0.02228518,0.0057940683
SRSF12,0.00063563784,0.10056173,0.0,0.03536976,0.12873432,0.0007757433,0.010605638,0.0,0.017646646,0.0,0.0,0.0,0.0,0.11491423,0.0,0.0288395,0.041086067,0.0005821279,0.0,0.020733677,0.024331857,0.0073698536,0.0,0.0,0.006020668,0.09115044
IFI30,0.00061983423,0.0,0.3580565,0.29319802,0.0009584036,0.0,0.013304299,0.10494433,0.40265658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099009,0.060421556,0.0,0.012364544,0.17572986,0.0,0.0,0.036647875,0.0
SEMA3F,0.00060740503,0.034135014,0.42642736,0.0,0.058271106,0.0,0.05341432,0.0,0.0,0.24632199,0.0,0.060700834,0.0,0.12823215,0.0,0.031331826,0.16145624,0.2316845,0.06284038,0.0815982,0.0747214,0.0,0.03974249,0.10434916,0.14877072,0.021020979
HIST1H2AB,0.0006015071,0.0,0.063283436,0.031922817,0.034166295,0.0,0.0138250515,0.0,0.017762056,0.0,0.0,0.0,0.0,0.0021620658,0.0,0.026142834,0.03266352,0.0,0.0042282464,0.0,0.062001247,0.0074817836,0.0,0.0025414412,0.011616737,0.0
MDFIC,0.00055576116,0.031164695,0.07660911,0.08887692,0.0,0.0,0.0,0.034267228,0.05143584,0.0,0.16241121,0.3103837,0.0979065,0.0,0.07675719,0.1638017,0.20247206,0.029521823,0.15880018,0.0,0.06481368,0.0,0.0,0.04617521,0.09080677,0.0
USP6NL,0.0005532968,0.0,0.1723838,0.06441667,0.26768866,0.12752934,0.0020630124,0.0902649,0.0,0.0919829,0.051106695,0.17893624,0.0,0.29236865,0.039273594,0.0059952675,0.013842944,0.10062942,0.07845609,0.14043325,0.16134031,0.031898193,0.03515636,0.0,0.05230837,0.10115341
LARGE2,0.0005385107,0.0,0.19268732,0.0,0.25517252,0.0,0.06580227,0.0,0.0,0.06992903,0.0,0.0,0.0,0.3050259,0.0,0.019777957,0.0,0.25152308,0.0,0.2791949,0.37906978,0.0,0.04842825,0.0,0.0,0.0
ZNF177,0.00050717086,0.0,0.021391414,0.0029169763,0.1518103,0.0,0.052759413,0.037492614,0.012501578,0.036275167,0.0,0.011107319,0.0,0.17599593,0.0,0.0,0.01739081,0.022013057,0.046122357,0.0033629488,0.15320522,0.011433152,0.0013471347,0.0068381154,0.018567378,0.0
ZNF658,0.00048592934,0.049425162,0.010326885,0.0,0.038844477,0.0148065295,0.019963438,0.0,0.0,0.0,0.0,0.0,0.0,0.042754687,0.022293273,0.016200343,0.0,0.00961158,0.0,0.021436438,0.020037597,0.0,0.04215808,0.0,0.0039095655,0.02463154
DGCR6,0.00045235988,0.0,0.025503881,0.008986299,0.016243497,0.019959157,0.0,0.0,0.0,0.016083527,0.06875324,0.075157546,0.0,0.0313872,0.0024622092,0.0,0.009302142,0.04074472,0.048924882,0.0,0.0,0.010725417,0.0,0.0,0.011863919,0.012232328
PGGT1B,0.00044668734,0.0,0.082331896,0.0080617415,0.4896693,0.0,0.20506728,0.11949679,0.06749727,0.17923006,0.0,0.04709619,0.018493766,0.18236548,0.1848565,0.069230124,0.0,0.18317845,0.02029604,0.02060376,0.023285238,0.042802252,0.0,0.20066708,0.10070203,0.11207054
GTF2B,0.00040286532,0.0,0.16853744,0.023366453,0.011421832,0.10255631,0.0,0.0,0.17311896,0.11686586,0.21255574,0.13784002,0.08768218,0.14668898,0.0,0.05172645,0.14354944,0.06199377,0.0,0.052483577,0.4846978,0.10838745,0.090775736,0.17471693,0.077138126,0.0
ERI1,0.00038862365,0.01309455,0.073735036,0.042325072,0.0,0.0,0.0,0.042171802,0.02714925,0.0,0.047476552,0.07009008,0.0,0.0,0.0006998491,0.0052376348,0.021566948,0.025883324,0.09591841,0.0,0.0,0.00752232,0.027772771,0.008139753,0.025556684,0.12176746
SIRPA,0.00030597937,0.0,0.04416187,0.0,0.0,0.0034247795,0.0,0.01775708,0.0065498785,0.017380346,0.0,0.0,0.0,0.0,0.016168624,0.0033638843,0.026352124,0.0,0.039706957,0.0,0.0,0.018412698,0.012092643,0.030381577,0.001812024,0.0
FAM83E,0.00030115782,0.0,0.057398353,0.0,0.0006362252,0.0,0.0,0.0,0.0,0.068834834,0.0,0.0140672615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018225706,0.010956575,0.0,0.0,0.0,0.0,0.0
DUSP14,0.00028843433,0.0,0.08960171,0.0057656975,0.1917082,0.0,0.0,0.0,0.087383926,0.029411333,0.015592229,0.054162487,0.08605157,0.18426771,0.0019150104,0.016256882,0.0638468,0.019641206,0.05241805,0.17086682,0.004057266,0.019511484,0.0,0.024134746,0.023497626,0.0
TBC1D12,0.00027954133,0.024752917,0.0924069,0.038854703,0.009378457,0.07785196,0.07561708,0.011514193,0.08631322,0.026810775,0.0,0.071425244,0.0,0.0,0.0,0.05963347,0.0,0.2535734,0.043716002,0.0052716397,0.0,0.06700426,0.0052207313,0.046375632,0.06999035,0.12261293
TSC22D4,0.00017314634,0.08634569,0.16547735,0.0,0.44202933,0.23541743,0.13851035,0.110281155,0.09756265,0.25202626,0.20123337,0.14802647,0.0,0.32592332,0.1322811,0.048429556,0.30265924,0.17049961,0.0,0.18233559,0.5811092,0.13863422,0.0829772,0.11157626,0.0030728115,0.19235602
AKAP7,0.00017011953,0.0107207475,0.0,0.04048587,0.058258355,0.0,0.0,0.0,0.028909761,0.2844375,0.0,0.039914213,0.0,0.0,0.0040957234,0.0101203285,0.0052310033,0.0040418077,0.0,0.0,0.0,0.030092664,0.0,0.0,0.04462364,0.018285843
ZNF169,0.00016061036,0.031029576,0.0682713,0.030814542,0.09158638,0.0,0.0,0.0,0.0,0.022939015,0.05011129,0.023502922,0.0,0.1106413,0.0,0.040633753,0.0,0.043345034,0.0,0.028335778,0.21374805,0.005138735,0.0034619912,0.0,0.061452754,0.0
PLCB4,0.0001337171,0.15318772,0.027289864,0.0,0.3699306,0.14453302,0.16985297,0.015976988,0.0,0.0,0.14428312,0.042959888,0.30804718,0.43412763,0.022017319,0.0039143986,0.1563934,0.032812674,0.36274067,0.06531266,0.0,0.12260121,0.16628683,0.025957985,0.19735162,0.27063873
THBS4,0.0001223596,0.0,0.041305516,0.0033108676,0.11834107,0.0,0.0,0.007378524,0.0059098746,0.06107742,0.0,0.96099204,0.0,0.41632336,0.0,0.0,0.1866616,0.15910055,0.0,0.0,0.2153245,0.20386599,0.0,0.0,0.010708251,0.11593223
PNKP,0.000120216704,0.14585999,0.0949639,0.071073145,0.5136405,0.029009778,0.13646865,0.09586605,0.030080438,0.14286742,0.0,0.09082288,0.05980998,0.5754931,0.075238496,0.08151069,0.08969586,0.10601285,0.0,0.29993278,0.8033468,0.23050383,0.1426334,0.0,0.11444309,0.13333684
HOXA11,8.818031e-05,0.111264676,0.02885588,0.02866844,0.0,0.06934619,0.0019324756,0.018957084,0.0,0.004142618,0.040631548,0.0,0.0,0.0,0.12565336,0.040543586,0.31118196,0.052995067,0.049489606,0.0,0.15308738,0.063531,0.031123048,0.14693236,0.0051823864,0.13806787
FZD4,7.907302e-05,0.014696422,0.0,0.033079814,0.668186,0.0,0.0,0.11267692,0.0,0.0,0.0,0.0,0.0,0.66347045,0.10803152,0.06864669,0.21431914,0.58322996,0.0,0.42447355,0.3060157,0.2849078,0.008359641,0.0202845,0.10812513,0.0
TFCP2,7.5215794e-05,0.07970525,0.15832466,0.15776736,0.6171809,0.0,0.036572613,0.0,0.0,0.20057242,0.22999819,0.23419131,0.0,0.65079665,0.09111219,0.14009564,0.10828257,0.10570689,0.08011951,0.1475235,0.5245239,0.15696654,0.14184034,0.0,0.12166657,0.043917865
RFC2,7.057132e-05,0.0010638864,0.12226088,0.047549386,0.13600978,0.023233294,0.0,0.010369371,0.01772245,0.042600736,0.039595656,0.03262264,0.027100615,0.13065965,0.0,0.081647664,0.033347417,0.067422934,0.0,0.15652846,0.036001205,0.09965689,0.0,0.0,0.029681096,0.0
SLC2A12,4.3715165e-05,9.4177856e-05,0.0,0.0,1.1210014,0.18759055,0.43597198,0.14966811,0.19569041,0.3393727,0.0,0.0,0.15640402,1.2467659,0.17745164,0.20916958,0.0,0.22415163,0.47892228,0.009359682,0.0,0.0,0.0545135,0.15385,0.0,0.2615429
MYLIP,3.889364e-05,0.0,0.1244413,0.041041575,0.29122055,0.01876742,0.021127764,0.08476827,0.0,0.111824885,2.151409e-05,0.006579383,0.16338539,0.15141068,0.0,0.01725413,0.0,0.10195431,0.0,0.06722938,0.07149418,0.17542678,0.09523695,0.19733511,0.041723534,0.108940154
RBM24,2.7896764e-05,0.019800182,0.0,0.0,0.0,0.0,0.0,0.022267131,0.029179148,0.0,0.040588405,0.0,0.12855504,0.0,0.10951049,0.089002706,0.13179672,0.0,0.0,0.034027018,0.0,0.0,5.5838e-05,0.10602146,0.056982994,0.0
SDCBP2,4.125095e-06,0.012284645,0.068562314,0.0,0.0038759913,0.0,0.0,0.0014968954,0.0,0.0,0.0,0.0,0.05542516,0.0,0.018989751,0.0,0.0032260078,0.0,0.0,0.0,0.015960902,0.0,0.0,0.0,0.025676021,0.0
UGGT1,1.9286101e-06,0.0,0.14324883,0.0,0.7032293,0.06291651,0.22950567,0.051636435,0.07765503,0.09313215,0.11124157,0.08198295,0.0,0.48134533,0.0,0.08232826,0.08976505,0.22541182,0.0021483519,0.2021156,0.3588596,0.05402191,0.04537551,0.16755249,0.20132682,0.16395247
SLC25A17,1.1785951e-06,0.011864708,0.11149392,0.19800222,0.33513296,0.0682706,0.05659458,0.0,0.0,0.06098451,0.09556871,0.045548663,0.06353828,0.22957018,0.013816185,0.0,0.0,0.15178886,0.042334285,0.022067238,0.050630674,0.0402094,0.12069428,0.060893696,0.0,0.018710751
ZNF57,0.0,0.019707069,0.05224176,0.0028424603,0.10845476,0.0,0.042992514,0.0,0.0034391908,0.00035535992,0.0,0.036251646,0.0,0.013573757,0.0,0.0,0.0,0.032566387,0.0,0.03602024,0.093656346,0.002731774,0.00040583414,0.05237227,0.0,0.018058868
HAAO,0.0,0.0,0.15445091,0.0,0.0,0.03918151,0.0,0.059846006,0.0,0.10970936,0.0,0.1306415,0.020057404,0.0,0.069490105,0.06888444,0.1967796,0.03475505,0.18230657,0.0,0.0,0.14027317,0.0,0.112995155,0.055552263,0.0
TRIM25,0.0,0.16576321,0.07406272,0.15799633,0.22531763,0.021770675,0.0,0.037377186,0.08341384,0.07432218,0.0,0.08252801,0.0,0.0,0.0,0.044888996,0.0015195636,0.118612215,0.13336748,0.108704485,0.10868713,0.0,0.14939365,0.0,0.11288827,0.18282746
SBNO2,0.0,0.16081035,0.38984835,0.17570755,0.048710342,0.09758244,0.0,0.031923987,0.5254343,0.09782102,0.0773553,0.031798605,0.47572225,0.045834262,0.0,0.1155905,0.0,0.040287208,0.13591367,0.057552017,0.0,0.015161925,0.1284034,0.109279245,0.30395526,0.0
OXER1,0.0,0.0,0.042657226,0.0,0.0,0.008983002,0.0,0.009224349,0.014044938,9.703941e-05,0.0,0.043486755,0.012492181,0.0,0.026574949,0.030751353,0.060154863,0.024793176,0.070222095,0.0,0.0,0.029633524,0.0056626988,0.03693319,0.0,0.0
SAMD14,0.0,0.0,0.025798565,0.02793251,0.0,0.0,0.0,0.0,0.0050555724,0.0,0.005447913,0.0018050432,0.16851833,0.0,0.14633387,0.072576515,0.011534853,0.0,0.06803206,0.0,0.0,0.0481546,0.0,0.0,0.0032998049,0.0
KCNG3,0.0,0.0,0.0,0.0077075306,0.41614768,0.029341785,0.13561743,0.0,0.0,0.0,0.0,0.0,0.0,0.57756525,0.0,0.0095249675,0.0,0.0,0.0,0.5434538,0.14734013,0.0,0.0,0.0,0.005027117,0.08885026
LTBP1,0.0,0.033981208,0.15045594,0.11693679,0.0,0.0,0.0,0.4202354,0.0,0.0,0.46090838,0.18190502,0.48752782,0.13750939,0.14729796,0.39158037,0.22503363,0.19633783,0.5437876,0.04943869,0.3699581,0.68777585,0.0,1.0935099,0.17319657,0.0
TTC27,0.0,0.08275032,0.0,0.0009892235,0.1253092,0.06946598,0.03238752,0.05119082,0.0,0.08516622,0.025331201,0.05403931,0.0,0.1053713,0.0,0.0,0.114460595,0.11103195,0.16584896,0.078331314,0.18472502,0.00015597131,0.0,0.041482393,0.025066499,0.15058173
PDK2,0.0,0.008429229,0.14189252,0.0,0.16582482,0.00549863,0.023111846,0.074356206,0.07028021,0.15970805,0.12009768,0.10998939,0.0632757,0.0675356,0.12524644,0.15650885,0.16251604,0.021647686,0.0,0.112689465,0.09230113,0.0,0.08258892,0.34623072,0.06783903,0.04310817
ARL6IP6,0.0,0.14955284,0.055475038,0.12092347,0.052923642,0.06954368,0.0,0.026974816,0.018085202,0.0033018887,0.07003264,0.03544248,0.028925968,0.010236429,0.0,0.006238247,0.15634753,0.0075215427,0.0,0.21646982,0.0,0.048933145,0.0,0.0,0.0,0.0
MIDN,0.0,0.11378484,0.3963588,0.0,0.39001468,0.0,0.381169,0.0,0.39804095,0.2073252,0.024483416,0.08392362,1.0513374,0.0,0.0,0.12411219,0.33469683,0.14670199,0.0,0.34358642,0.0,0.2876323,0.0,0.16041814,0.3106866,0.0
PRAC2,0.0,0.049049817,0.026431292,0.009973497,0.20239452,0.0,0.034176826,0.0,0.0,0.13329236,0.0103490725,0.0,0.0,0.35961732,0.02712706,0.005506257,0.06335703,0.005706277,0.0,0.21440467,0.16253366,0.00950715,0.0,0.0,0.0,0.018984716
LIMD2,0.0,0.0,0.16101731,0.068843655,0.04588936,0.0,0.06536512,0.037906818,0.16264732,0.057095546,0.08951541,0.22684947,0.048823133,0.0,0.083290845,0.017887764,0.3428367,0.06655927,0.0,0.0,0.16475385,0.17253636,0.016950231,0.0,0.012206082,0.025378045
CBARP,0.0,0.0,0.032714114,0.018658394,0.0,0.0011581258,0.025763448,0.0,0.038918518,0.0,0.0,0.04073637,0.1844332,0.0,0.0,0.010383019,0.26687807,0.0,0.0,0.000111456335,0.0,0.05674091,0.0,0.0,0.029758459,0.0
MAP3K3,0.0,0.077153705,0.0580626,0.015178609,0.11214219,0.0,0.0,0.06567804,0.046007495,0.0756889,0.0092357,0.0929921,0.0,0.0,0.10459385,0.093413584,0.06717553,0.098901235,0.114141256,0.0,0.0,0.0,0.0,0.0053345934,0.09096871,0.0050887456
RPRM,0.0,0.0,0.00921689,0.0,0.0,3.83937e-05,0.0,0.0,0.0,0.020853054,0.0,0.034402445,0.12739356,0.0,0.00035275434,0.09479318,0.40564102,0.0,0.010539761,0.0,0.028350068,0.0,0.0094763385,0.026877541,0.0,0.0
ZNF555,0.0,0.050564606,0.032842886,0.0,0.036273975,0.027794199,0.0,0.018141804,0.01901314,0.0,0.047866195,0.034908175,0.0035424484,0.04327237,0.0,0.0,0.054239757,0.05398592,0.0,0.009034783,0.09732019,0.0,0.006893277,0.021289784,0.011988831,0.010249575
NIFK,0.0,0.038691293,0.057258856,0.0015235301,0.16572368,0.040184587,0.009210709,0.008356454,0.0,0.0,0.0,0.022659516,0.0,0.15915214,0.081315555,0.0,0.11185979,0.15399583,0.029086314,0.1950364,0.19738698,0.0,0.028462717,0.072376505,0.023425952,0.18313532
STK11,0.0,0.0,0.24026304,0.1832474,0.36999458,0.13622236,0.13731779,0.071233235,0.018777428,0.24941538,0.12310598,0.1107762,0.004087577,0.3958699,0.0,0.124249965,0.5224203,0.09325097,0.22606714,0.4475055,0.5650971,0.17491485,0.0,0.11717423,0.105188586,0.10427594
CACTIN,0.0,0.12261384,0.09306411,0.13967173,0.15633126,0.060830563,0.0,0.0,0.06356081,0.15602748,0.0,0.06857351,0.0,0.006164687,0.039088476,0.009545708,0.10928721,0.0,0.03307172,0.25448376,0.060658593,0.10926426,0.12536637,0.2524411,0.030978736,0.085069895
ACVR1,0.0,0.02491095,0.0516815,0.0,0.081301674,0.050863456,0.07104711,0.014880689,0.07678892,0.0,0.03897792,0.14410718,0.024883853,0.15449129,0.023262106,0.022904517,0.027066981,0.08514155,0.0,0.15033421,0.08729549,0.04644853,0.02785635,0.065697126,0.09610175,0.07884049
GLI2,0.0,0.003027023,0.014432291,0.0,0.0,0.008989921,0.033783745,0.011225084,0.0,0.0050788126,0.0,0.060961805,0.041102443,0.0,0.013053654,0.011283451,0.066630706,0.0,0.10570085,0.011621848,0.0,0.058528785,0.02093864,0.0580357,0.025082365,0.0
GALNT13,0.0,0.0,0.0,0.0,0.059736405,0.0,0.0,0.028177017,0.0,0.0,0.0,0.0,0.07906688,0.055810332,0.0059494064,0.04420858,0.18786098,0.0,0.042500436,0.013010783,0.0,0.033869933,0.0,0.0,0.0,0.0
NR4A2,0.0,0.10287782,0.079721324,0.0,0.0,0.0,0.41123587,0.041218236,0.6064498,0.04464408,0.0,0.6752875,1.3357219,0.20920303,0.048254643,0.03677443,0.91832167,0.1349618,0.28256622,1.6829693,0.119114876,0.38934666,0.10391086,0.0034108888,0.26153073,0.0
TEX2,0.0,0.0,0.2322771,0.030787343,0.34891418,0.03248185,0.09834915,0.02323541,0.12481486,0.10560287,0.0,0.18252991,0.16542289,0.19528022,0.11152357,0.19906768,0.40634277,0.135775,0.105259106,0.23232347,0.5478649,0.0,0.116139434,0.11676318,0.0,0.0
EHD3,0.0,0.0070356303,0.055288628,0.09116633,0.058834314,0.0,0.07174369,0.03425947,0.030401003,0.0,0.046925224,0.0,0.033526715,0.06556314,0.07494915,0.03988791,0.14836134,0.0,0.0,0.27050972,0.0,0.04634366,0.045546878,0.044680525,0.043484543,0.0
ABI3,0.0,0.0,0.08018905,0.009898411,0.0,0.0012493238,0.013480856,0.07730024,0.02399803,0.0,0.03373097,0.0,0.0,0.0,0.0,0.0,0.0,0.007031464,0.0,0.0095147835,0.0,0.0,0.010662314,0.0,0.14613742,0.00052440434
TMEM177,0.0,0.015367124,0.023524338,0.0,0.12867469,0.0,0.0,0.0,0.0011268908,0.022410564,0.0,0.032093935,0.0,0.10883723,0.0,0.0,0.08084585,0.03777449,0.06734417,0.0,0.06631395,0.0,0.007824474,0.0,0.0032398086,0.002197717
CYTIP,0.0,0.0,0.08366039,0.053278055,0.0,0.0,0.025350962,0.0,0.10647766,0.0,0.0,0.008000223,0.0,0.0,0.0,0.0,0.19740723,0.015535794,0.0,0.0,0.0,0.06748488,0.0,0.0043539577,0.03352544,0.0
DOHH,0.0,0.0,0.044382457,0.02428201,0.11906539,0.0046513807,0.016071146,0.0,0.016390033,0.043602183,0.019379815,0.077512756,0.0,0.0,0.0,0.012596143,0.06506065,0.018246057,0.019453721,0.10543636,0.0,0.07739912,0.0,0.109863915,0.034374062,0.06916254
R3HDM4,0.0,0.0,0.28375545,0.0,0.56680745,0.0,0.14875296,0.0,0.10004338,0.13692482,0.15814643,0.09249066,0.39423138,0.53238153,0.0,0.0752848,0.13497841,0.16325952,0.5153788,0.4860543,0.0,0.330397,0.1127783,0.10755935,0.062353466,0.14036155
TMEM37,0.0,0.0,0.03623229,0.004152493,0.0,0.012621928,0.0,0.0,0.003926025,0.0021752224,0.04136807,0.014674373,0.039131045,0.0,0.0,0.027873877,0.035920084,0.0,0.042016853,0.0,0.0,0.045983188,0.011520239,0.016416779,0.038267937,0.0
MED16,0.0,0.13426466,0.10131562,0.06764212,0.23633459,0.16962431,0.09056528,0.1111342,0.0,0.2015763,0.041241944,0.03600946,0.0,0.1550204,0.10313216,0.046200614,0.10432959,0.004594733,0.07127608,0.2512172,0.19249225,0.017686939,0.0,0.09732994,0.11797228,0.0
STEAP3,0.0,0.010943452,0.34539893,0.023543408,0.0,0.0,0.0080872215,0.15690018,0.07668035,0.0400807,0.04766441,0.0,0.0,0.0,0.0,0.033059195,0.015193803,0.06009802,0.0,0.053121064,0.0,0.0,0.0,0.25480884,0.0,0.06057729
INSIG2,0.0,0.025762476,0.0,0.056685038,0.09215454,0.059454024,0.0,0.0,0.0054593678,0.020226771,0.020321716,0.0,0.003468914,0.15406702,0.030838821,0.021500159,0.0,0.11516178,0.12751278,0.14429198,0.0,0.0,0.044953007,0.03364757,0.0,0.0
CFD,0.0,0.0,0.0,0.0,0.0,0.25123498,0.0,0.16389109,0.14987962,0.12119604,0.0,0.44872257,0.2222283,0.0,0.0,0.0,0.64052343,0.0,0.18904603,0.009664411,0.0,0.5096836,0.0,0.0,0.098192185,0.0
GNGT2,0.0,0.0,0.01831218,0.017442623,0.0,0.0,0.0,0.0055869725,0.0,0.0,0.0,0.0,0.0,0.0013812077,0.007588869,0.0024925964,0.0,0.0058418876,0.011871622,0.0,0.0,0.013939916,0.006881597,0.0,0.027200177,0.0
GALNT14,0.0,0.0023614168,0.04655606,0.022743424,0.063650385,0.0,0.0,0.037992507,0.01470515,0.009003019,0.0,0.015422739,0.0,0.08714167,0.0,0.0,0.0,0.008860268,0.0,0.006538515,0.00180338,0.0,0.012824063,0.046794537,0.0,0.03451742
CCDC93,0.0,0.199009,0.1327609,0.092815675,0.064169124,0.054411724,0.0,0.11456471,0.04024041,0.018272534,0.055127256,0.0,0.07853892,0.080292106,0.017563147,0.0124475695,0.23304714,0.019104376,0.04182282,0.046653714,0.21782695,0.0,0.10089449,0.028438516,0.023185132,0.0
LRRC37A3,0.0,0.0,0.01625454,0.0,0.023233818,0.006197404,0.010613168,0.006963741,0.0,0.031817354,0.0,0.0,0.0,0.043009073,0.030339867,0.011806964,0.0,0.05641244,0.0,0.060332365,0.0,0.0,0.0,0.0,0.012057813,0.04433768
GNA13,0.0,0.0032541216,0.28838858,0.31460255,0.13259976,0.0,0.09647288,0.14772211,0.25045714,0.07045937,0.0,0.07606538,0.06251052,0.0994848,0.23751813,0.17643236,0.22942422,0.13113204,0.0,0.20023432,0.38768023,0.123316355,0.12100135,0.0,0.1269397,0.25003314
CD302,0.0,0.302811,0.02816484,0.18388647,0.3818989,0.2589258,0.009768634,0.2959838,0.011386973,0.0,0.049466882,0.022511667,0.13837469,0.33959088,0.015235459,0.0,0.15198785,0.1292714,0.0,0.0,0.2089751,0.14645283,0.0,0.020875882,0.10811269,0.2113054
RGS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05335977,0.014452231,0.0144346105,0.0,0.21572961,0.010837026,0.0,0.0,0.05722553,0.0,0.0064534345,0.07979441,0.0,0.0062772697,0.0,0.021572448,0.16665564,0.0,0.0
DDX18,0.0,0.18770252,0.08557217,0.0845513,0.14097391,0.0,0.0,0.0,0.12113807,0.0623886,0.0,0.04853548,0.1971791,0.23678978,0.0941307,0.08143494,0.0,0.18558009,0.10611818,0.2936388,0.005098635,0.2608146,0.0,0.019824687,0.068840645,0.5780014
GALNT5,0.0,0.018072197,0.052970253,0.0,0.0,0.00033298068,0.0,0.013256945,0.0,0.022777932,0.0,0.024078596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014249763,0.005214118,0.009206355,0.0,0.0
ERN1,0.0,0.04882846,0.20671655,0.10580109,0.2870888,0.27746105,0.15157819,0.0,0.24539086,0.17699914,0.02296702,0.023341332,0.3956386,0.07862674,0.13539405,0.03168101,0.93558836,0.07108127,0.35611564,0.1446385,0.3137912,0.17853552,0.0,0.23546603,0.0086888755,0.0
MFSD12,0.0,0.049652614,0.08406199,0.16978699,0.21847843,0.15172474,0.0,0.027407927,0.2068905,0.009086907,0.010731287,0.24207473,0.29888958,0.04932787,0.09735082,0.01651501,0.5122705,0.19242442,0.0,0.34822616,0.14198136,0.026708674,0.0,0.1100491,0.022870721,0.09316214
PIP5K1C,0.0,0.04770898,0.12812275,0.005563594,0.1720387,0.079331696,0.0,0.091789134,0.12470074,0.017603679,0.46319368,0.14323334,0.60100853,0.0010539234,0.4287995,0.37407395,0.4780666,0.0,0.38298586,0.2886875,0.0,0.05634364,0.075762436,0.43120208,0.16960189,0.24376994
ICAM2,0.0,0.0,0.032751534,0.007239571,0.0,0.0,0.0,0.0,0.080492444,0.011177755,0.0,0.0,0.0,0.07556401,0.007252964,0.0,0.081653625,0.0,0.0,0.0,0.0,0.06923973,0.05081316,0.0,0.20771454,0.0
BIRC6,0.0,0.1969364,0.13521178,0.0,0.603842,0.018093584,0.029438084,0.06684863,0.09400184,0.12023439,0.15972221,0.24938028,0.05280334,0.48000947,0.11856191,0.13358687,0.27741927,0.20430869,0.0,0.0,0.14614777,0.22583416,0.15350439,0.07469828,0.11203142,0.13731143
ARHGAP45,0.0,0.0,0.123524725,0.08794334,0.0,0.0,0.0,0.060107946,0.14867663,0.0,0.0,0.06463429,0.0,0.0,0.047245536,0.007625564,0.22931865,0.0,0.0,0.0,0.0,0.067706496,0.0,0.0,0.020362936,0.028334279
CLASP1,0.0,0.466545,0.14134547,0.11663787,0.010807706,0.34965017,0.25543544,0.086051375,0.0,0.13232349,0.23531295,0.20871462,0.30139804,0.0,0.07881398,0.21441025,0.25509077,0.17148638,0.25590703,0.20500056,0.08289193,0.16281843,0.06693355,0.06357552,0.18909635,0.0
KCNJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.007164197,0.016050048,0.0050592944,0.0,0.0,0.0,0.09621787,0.0,0.0,0.0065061944,0.10127624,0.0,0.058736686,0.016203642,0.0,0.008505602,0.0,0.0022200118,0.01811168,0.0
TJP3,0.0,0.085857145,0.25920835,0.0,0.14888507,0.0,0.0,0.0,0.0,0.06014455,0.0,0.0,0.004322818,0.046882946,0.0023693142,0.0,0.0,0.059020657,0.0,0.010663291,0.0,0.042990003,0.0,0.009163004,0.0,0.011913746
SPOP,0.0,0.14977352,0.06251485,0.014780701,0.17772728,0.23630463,0.20229845,0.050936207,0.25839448,0.004632282,0.10790237,0.013245229,0.43426543,0.20678337,0.5026186,0.2524207,0.018465905,0.07682617,0.59255433,0.1753504,0.0060256957,0.0,0.117648795,0.4800244,0.06534927,0.11418551
CNN2,0.0,0.0,0.34066564,0.0,0.0,0.0,0.142502,0.11691191,0.045762904,0.3681811,0.00077723525,0.02815502,0.3198837,0.0,0.051571183,0.14187394,0.4781087,0.12263504,0.08218558,0.03993154,0.0,0.42396712,0.0,0.29454264,0.13038006,0.0
TFCP2L1,0.0,0.14337151,0.89829445,0.0,0.0,0.01605976,0.0,0.0026640336,0.0,0.49979162,0.0,0.0,0.13440676,0.0,0.023304498,0.0,0.0339921,0.0,0.09043989,0.10188986,0.0,0.054421674,0.0,0.13693337,0.0,0.0
PLEKHH2,0.0,0.026242364,0.07430291,0.0,0.0,0.0,0.02271784,0.004057801,0.0,0.033138096,0.0,0.021988414,0.009297774,0.0010064943,0.0,0.0,0.053433787,0.0,0.0,0.003197331,0.0,0.025907166,0.0,0.0,0.0,0.0012902765
